Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price_Per_Box,Year,Month_Name,Quarter
Dennison Crosswaite,India,Milk Bars,2022-04-21,1526.0,96,15.9,2022,April,Q2
Ches Bonnell,UK,Mint Chip Choco,2022-04-08,2688.0,209,12.86,2022,April,Q2
Husein Augar,Australia,50% Dark Bites,2022-08-19,14889.0,52,286.33,2022,August,Q3
Jan Morforth,India,Fruit & Nut Bars,2022-05-04,2912.0,55,52.95,2022,May,Q2
Mallorie Waber,USA,85% Dark Bars,2022-05-11,2632.0,108,24.37,2022,May,Q2
Mallorie Waber,USA,Eclairs,2022-03-22,6328.0,51,124.08,2022,March,Q1
Dennison Crosswaite,Canada,Spicy Special Slims,2022-08-10,2527.0,216,11.7,2022,August,Q3
Dennison Crosswaite,USA,Fruit & Nut Bars,2022-05-04,1414.0,318,4.45,2022,May,Q2
Kelci Walkden,USA,99% Dark & Pure,2022-08-18,7714.0,238,32.41,2022,August,Q3
Dotty Strutley,Canada,Raspberry Choco,2022-08-03,4347.0,238,18.26,2022,August,Q3
Marney O'Breen,New Zealand,Milk Bars,2022-01-14,7490.0,315,23.78,2022,January,Q1
Madelene Upcott,Australia,Choco Coated Almonds,2022-04-08,2058.0,72,28.58,2022,April,Q2
Kelci Walkden,UK,Orange Choco,2022-08-01,3640.0,3,1213.33,2022,August,Q3
Dennison Crosswaite,Canada,Eclairs,2022-03-15,455.0,45,10.11,2022,March,Q1
Karlen McCaffrey,India,Mint Chip Choco,2022-07-15,10990.0,184,59.73,2022,July,Q3
Barr Faughny,New Zealand,Almond Choco,2022-01-13,5558.0,127,43.76,2022,January,Q1
Mallorie Waber,Australia,85% Dark Bars,2022-08-26,2541.0,53,47.94,2022,August,Q3
Ches Bonnell,Canada,Eclairs,2022-01-10,1876.0,172,10.91,2022,January,Q1
Gigi Bohling,Australia,White Choc,2022-05-11,5523.0,87,63.48,2022,May,Q2
Beverie Moffet,New Zealand,85% Dark Bars,2022-08-30,11200.0,22,509.09,2022,August,Q3
Kaine Padly,USA,Caramel Stuffed Bars,2022-07-21,5593.0,122,45.84,2022,July,Q3
Mallorie Waber,Australia,Almond Choco,2022-08-01,7882.0,125,63.06,2022,August,Q3
Brien Boise,Canada,85% Dark Bars,2022-02-17,10241.0,259,39.54,2022,February,Q1
Brien Boise,Australia,Drinking Coco,2022-07-27,6832.0,156,43.79,2022,July,Q3
Dotty Strutley,USA,Orange Choco,2022-02-23,1379.0,107,12.89,2022,February,Q1
Rafaelita Blaksland,Australia,50% Dark Bites,2022-03-22,3010.0,40,75.25,2022,March,Q1
Dennison Crosswaite,India,99% Dark & Pure,2022-06-23,6888.0,311,22.15,2022,June,Q2
Curtice Advani,UK,White Choc,2022-02-01,1540.0,73,21.1,2022,February,Q1
Kelci Walkden,Australia,After Nines,2022-03-02,6916.0,288,24.01,2022,March,Q1
Gigi Bohling,UK,Fruit & Nut Bars,2022-04-06,1232.0,86,14.33,2022,April,Q2
Gunar Cockshoot,Australia,Raspberry Choco,2022-03-17,602.0,72,8.36,2022,March,Q1
Curtice Advani,UK,Fruit & Nut Bars,2022-06-24,10927.0,136,80.35,2022,June,Q2
Barr Faughny,Canada,50% Dark Bites,2022-07-19,10185.0,303,33.61,2022,July,Q3
Curtice Advani,USA,Spicy Special Slims,2022-07-11,1603.0,264,6.07,2022,July,Q3
Brien Boise,India,Almond Choco,2022-01-13,2170.0,218,9.95,2022,January,Q1
Oby Sorrel,New Zealand,Smooth Sliky Salty,2022-07-07,8673.0,60,144.55,2022,July,Q3
Jan Morforth,India,85% Dark Bars,2022-05-25,4760.0,418,11.39,2022,May,Q2
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,4753.0,151,31.48,2022,April,Q2
Andria Kimpton,New Zealand,50% Dark Bites,2022-03-02,3374.0,202,16.7,2022,March,Q1
Gunar Cockshoot,Canada,Raspberry Choco,2022-06-23,2058.0,126,16.33,2022,June,Q2
Kelci Walkden,USA,Drinking Coco,2022-07-26,6454.0,160,40.34,2022,July,Q3
Van Tuxwell,Canada,White Choc,2022-03-22,420.0,3,140.0,2022,March,Q1
Rafaelita Blaksland,USA,Baker's Choco Chips,2022-06-09,2863.0,58,49.36,2022,June,Q2
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,5936.0,59,100.61,2022,May,Q2
Ches Bonnell,New Zealand,Peanut Butter Cubes,2022-03-04,889.0,273,3.26,2022,March,Q1
Kelci Walkden,Canada,Milk Bars,2022-07-07,16016.0,28,572.0,2022,July,Q3
Dennison Crosswaite,Canada,Choco Coated Almonds,2022-01-13,10479.0,118,88.81,2022,January,Q1
Curtice Advani,Australia,Almond Choco,2022-07-13,2912.0,75,38.83,2022,July,Q3
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,1575.0,329,4.79,2022,June,Q2
Gigi Bohling,UK,50% Dark Bites,2022-07-18,8197.0,69,118.8,2022,July,Q3
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,4221.0,395,10.69,2022,May,Q2
Gigi Bohling,UK,70% Dark Bites,2022-06-21,840.0,81,10.37,2022,June,Q2
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,5691.0,38,149.76,2022,June,Q2
Marney O'Breen,India,Eclairs,2022-01-13,3472.0,96,36.17,2022,January,Q1
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,4193.0,195,21.5,2022,April,Q2
Kaine Padly,UK,Smooth Sliky Salty,2022-06-08,9016.0,554,16.27,2022,June,Q2
Karlen McCaffrey,Canada,Spicy Special Slims,2022-08-02,6328.0,47,134.64,2022,August,Q3
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,9870.0,152,64.93,2022,July,Q3
Curtice Advani,India,Spicy Special Slims,2022-06-20,161.0,134,1.2,2022,June,Q2
Roddy Speechley,India,After Nines,2022-06-22,2576.0,112,23.0,2022,June,Q2
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,3178.0,16,198.62,2022,May,Q2
Curtice Advani,Australia,99% Dark & Pure,2022-01-07,4676.0,84,55.67,2022,January,Q1
Mallorie Waber,UK,50% Dark Bites,2022-02-21,5502.0,99,55.58,2022,February,Q1
Ches Bonnell,Canada,Baker's Choco Chips,2022-03-21,7462.0,371,20.11,2022,March,Q1
Van Tuxwell,UK,Drinking Coco,2022-04-04,5803.0,136,42.67,2022,April,Q2
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,13888.0,203,68.41,2022,March,Q1
Gunar Cockshoot,New Zealand,Spicy Special Slims,2022-06-28,6867.0,183,37.52,2022,June,Q2
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,2317.0,195,11.88,2022,January,Q1
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-02-07,1218.0,135,9.02,2022,February,Q1
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-11,4109.0,197,20.86,2022,January,Q1
Jehu Rudeforth,India,99% Dark & Pure,2022-02-25,1953.0,242,8.07,2022,February,Q1
Dotty Strutley,Australia,Mint Chip Choco,2022-08-01,6790.0,25,271.6,2022,August,Q3
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,6797.0,252,26.97,2022,May,Q2
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,9226.0,415,22.23,2022,May,Q2
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-01-04,5733.0,348,16.47,2022,January,Q1
Roddy Speechley,New Zealand,50% Dark Bites,2022-05-09,4312.0,211,20.44,2022,May,Q2
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-05-06,1638.0,81,20.22,2022,May,Q2
Husein Augar,UK,White Choc,2022-01-13,10815.0,145,74.59,2022,January,Q1
Roddy Speechley,Australia,Almond Choco,2022-06-24,4466.0,74,60.35,2022,June,Q2
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,987.0,21,47.0,2022,February,Q1
Camilla Castle,Australia,99% Dark & Pure,2022-01-18,4669.0,101,46.23,2022,January,Q1
Kaine Padly,India,Milk Bars,2022-05-02,2905.0,91,31.92,2022,May,Q2
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,7490.0,54,138.7,2022,May,Q2
Mallorie Waber,USA,Almond Choco,2022-01-28,6986.0,368,18.98,2022,January,Q1
Kaine Padly,Canada,99% Dark & Pure,2022-06-24,1288.0,409,3.15,2022,June,Q2
Oby Sorrel,UK,After Nines,2022-07-18,2345.0,104,22.55,2022,July,Q3
Gunar Cockshoot,UK,Eclairs,2022-04-13,3619.0,164,22.07,2022,April,Q2
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,16982.0,76,223.45,2022,April,Q2
Jan Morforth,India,Peanut Butter Cubes,2022-01-04,8092.0,178,45.46,2022,January,Q1
Husein Augar,Australia,Eclairs,2022-07-04,6993.0,31,225.58,2022,July,Q3
Beverie Moffet,USA,Smooth Sliky Salty,2022-03-24,2317.0,352,6.58,2022,March,Q1
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,637.0,169,3.77,2022,March,Q1
Oby Sorrel,Australia,Almond Choco,2022-02-15,6034.0,223,27.06,2022,February,Q1
Jan Morforth,USA,Orange Choco,2022-06-29,980.0,146,6.71,2022,June,Q2
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,2821.0,112,25.19,2022,May,Q2
Mallorie Waber,UK,Milk Bars,2022-01-10,3563.0,284,12.55,2022,January,Q1
Curtice Advani,USA,Raspberry Choco,2022-03-15,2996.0,139,21.55,2022,March,Q1
Marney O'Breen,Canada,Milk Bars,2022-02-08,2436.0,309,7.88,2022,February,Q1
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,1540.0,100,15.4,2022,February,Q1
Gunar Cockshoot,USA,Eclairs,2022-05-03,6916.0,42,164.67,2022,May,Q2
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,5509.0,24,229.54,2022,June,Q2
Gunar Cockshoot,India,50% Dark Bites,2022-08-09,12992.0,83,156.53,2022,August,Q3
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-07-11,3724.0,234,15.91,2022,July,Q3
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,7133.0,118,60.45,2022,January,Q1
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,8617.0,46,187.33,2022,February,Q1
Wilone O'Kielt,New Zealand,Almond Choco,2022-03-15,9198.0,144,63.88,2022,March,Q1
Oby Sorrel,New Zealand,Baker's Choco Chips,2022-04-25,11823.0,47,251.55,2022,April,Q2
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,5775.0,41,140.85,2022,May,Q2
Marney O'Breen,Australia,Spicy Special Slims,2022-06-23,13125.0,275,47.73,2022,June,Q2
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,14287.0,370,38.61,2022,February,Q1
Brien Boise,USA,Organic Choco Syrup,2022-05-25,16233.0,138,117.63,2022,May,Q2
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-02-22,5313.0,215,24.71,2022,February,Q1
Van Tuxwell,UK,85% Dark Bars,2022-07-11,3577.0,134,26.69,2022,July,Q3
Marney O'Breen,Canada,Spicy Special Slims,2022-01-03,3528.0,336,10.5,2022,January,Q1
Rafaelita Blaksland,New Zealand,70% Dark Bites,2022-08-24,679.0,280,2.42,2022,August,Q3
Beverie Moffet,USA,50% Dark Bites,2022-07-28,2450.0,352,6.96,2022,July,Q3
Brien Boise,USA,Mint Chip Choco,2022-05-25,10577.0,150,70.51,2022,May,Q2
Karlen McCaffrey,New Zealand,Eclairs,2022-05-06,2597.0,177,14.67,2022,May,Q2
Barr Faughny,India,Drinking Coco,2022-01-28,2219.0,142,15.63,2022,January,Q1
Marney O'Breen,UK,Orange Choco,2022-06-06,11319.0,12,943.25,2022,June,Q2
Brien Boise,New Zealand,Baker's Choco Chips,2022-07-12,5978.0,24,249.08,2022,July,Q3
Ches Bonnell,Canada,Spicy Special Slims,2022-08-05,5327.0,183,29.11,2022,August,Q3
Brien Boise,USA,Orange Choco,2022-01-28,6020.0,147,40.95,2022,January,Q1
Kaine Padly,India,Spicy Special Slims,2022-08-31,5614.0,137,40.98,2022,August,Q3
Mallorie Waber,USA,50% Dark Bites,2022-04-19,1736.0,13,133.54,2022,April,Q2
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,6384.0,2,3192.0,2022,June,Q2
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,3577.0,261,13.7,2022,February,Q1
Madelene Upcott,UK,Smooth Sliky Salty,2022-03-04,14539.0,84,173.08,2022,March,Q1
Gigi Bohling,India,Eclairs,2022-06-21,3493.0,68,51.37,2022,June,Q2
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,994.0,105,9.47,2022,January,Q1
Oby Sorrel,New Zealand,White Choc,2022-06-10,4361.0,40,109.02,2022,June,Q2
Andria Kimpton,UK,Drinking Coco,2022-05-23,1554.0,65,23.91,2022,May,Q2
Kelci Walkden,India,Milk Bars,2022-04-15,966.0,107,9.03,2022,April,Q2
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,5334.0,227,23.5,2022,January,Q1
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-03-04,4935.0,39,126.54,2022,March,Q1
Barr Faughny,New Zealand,After Nines,2022-04-19,10024.0,84,119.33,2022,April,Q2
Beverie Moffet,UK,Almond Choco,2022-05-16,2506.0,100,25.06,2022,May,Q2
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,1043.0,120,8.69,2022,February,Q1
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,6524.0,257,25.39,2022,January,Q1
Roddy Speechley,Canada,Orange Choco,2022-02-09,8148.0,85,95.86,2022,February,Q1
Mallorie Waber,Canada,Orange Choco,2022-03-23,3577.0,178,20.1,2022,March,Q1
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-02-01,3374.0,151,22.34,2022,February,Q1
Mallorie Waber,India,Drinking Coco,2022-03-07,3948.0,142,27.8,2022,March,Q1
Ches Bonnell,UK,White Choc,2022-01-03,3269.0,226,14.46,2022,January,Q1
Ches Bonnell,USA,White Choc,2022-02-11,5271.0,341,15.46,2022,February,Q1
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,4571.0,140,32.65,2022,March,Q1
Dotty Strutley,India,White Choc,2022-08-15,12327.0,330,37.35,2022,August,Q3
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,4935.0,73,67.6,2022,May,Q2
Van Tuxwell,India,Spicy Special Slims,2022-04-11,6167.0,4,1541.75,2022,April,Q2
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,18340.0,285,64.35,2022,June,Q2
Dotty Strutley,New Zealand,White Choc,2022-06-15,7014.0,60,116.9,2022,June,Q2
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-08-01,7119.0,101,70.49,2022,August,Q3
Kaine Padly,USA,Milk Bars,2022-06-15,15491.0,58,267.09,2022,June,Q2
Brien Boise,India,After Nines,2022-06-16,5747.0,45,127.71,2022,June,Q2
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,4550.0,281,16.19,2022,May,Q2
Dennison Crosswaite,USA,Drinking Coco,2022-05-10,2191.0,138,15.88,2022,May,Q2
Oby Sorrel,India,Eclairs,2022-08-25,5663.0,322,17.59,2022,August,Q3
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,7623.0,85,89.68,2022,July,Q3
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,9023.0,409,22.06,2022,May,Q2
Jan Morforth,Australia,50% Dark Bites,2022-06-14,3402.0,182,18.69,2022,June,Q2
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,10507.0,467,22.5,2022,January,Q1
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,7721.0,14,551.5,2022,July,Q3
Brien Boise,Canada,Mint Chip Choco,2022-01-28,5033.0,178,28.28,2022,January,Q1
Kaine Padly,UK,Orange Choco,2022-06-29,1960.0,191,10.26,2022,June,Q2
Karlen McCaffrey,Australia,70% Dark Bites,2022-06-24,238.0,317,0.75,2022,June,Q2
Gunar Cockshoot,Canada,Mint Chip Choco,2022-07-01,7756.0,410,18.92,2022,July,Q3
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,1736.0,137,12.67,2022,February,Q1
Curtice Advani,Canada,Smooth Sliky Salty,2022-08-01,2660.0,12,221.67,2022,August,Q3
Oby Sorrel,Australia,Milk Bars,2022-06-21,7672.0,254,30.2,2022,June,Q2
Camilla Castle,New Zealand,Spicy Special Slims,2022-01-25,11564.0,24,481.83,2022,January,Q1
Gigi Bohling,UK,Milk Bars,2022-05-17,1365.0,232,5.88,2022,May,Q2
Andria Kimpton,Australia,85% Dark Bars,2022-08-23,4186.0,233,17.97,2022,August,Q3
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,7406.0,118,62.76,2022,March,Q1
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,8911.0,543,16.41,2022,May,Q2
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,112.0,223,0.5,2022,June,Q2
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-04,8204.0,204,40.22,2022,January,Q1
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,2611.0,65,40.17,2022,January,Q1
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,15652.0,53,295.32,2022,February,Q1
Curtice Advani,New Zealand,Spicy Special Slims,2022-01-10,4074.0,469,8.69,2022,January,Q1
Madelene Upcott,USA,White Choc,2022-05-04,12250.0,213,57.51,2022,May,Q2
Andria Kimpton,USA,Spicy Special Slims,2022-05-23,2366.0,5,473.2,2022,May,Q2
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,1687.0,147,11.48,2022,April,Q2
Oby Sorrel,Canada,Organic Choco Syrup,2022-07-05,1232.0,74,16.65,2022,July,Q3
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,6965.0,163,42.73,2022,July,Q3
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,5292.0,248,21.34,2022,February,Q1
Kelci Walkden,USA,Orange Choco,2022-02-03,1379.0,138,9.99,2022,February,Q1
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-07-08,8001.0,151,52.99,2022,July,Q3
Mallorie Waber,India,50% Dark Bites,2022-05-31,588.0,139,4.23,2022,May,Q2
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,4046.0,103,39.28,2022,June,Q2
Van Tuxwell,India,50% Dark Bites,2022-05-13,5103.0,129,39.56,2022,May,Q2
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,2317.0,102,22.72,2022,May,Q2
Wilone O'Kielt,USA,Orange Choco,2022-02-28,7042.0,37,190.32,2022,February,Q1
Barr Faughny,New Zealand,Eclairs,2022-03-28,6713.0,31,216.55,2022,March,Q1
Gigi Bohling,USA,After Nines,2022-01-14,1848.0,227,8.14,2022,January,Q1
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,6440.0,145,44.41,2022,February,Q1
Dennison Crosswaite,Canada,85% Dark Bars,2022-08-01,10885.0,90,120.94,2022,August,Q3
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,2387.0,59,40.46,2022,May,Q2
Husein Augar,USA,White Choc,2022-07-13,2030.0,60,33.83,2022,July,Q3
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,6678.0,148,45.12,2022,April,Q2
Dennison Crosswaite,India,85% Dark Bars,2022-06-30,4515.0,22,205.23,2022,June,Q2
Curtice Advani,UK,50% Dark Bites,2022-03-08,3374.0,142,23.76,2022,March,Q1
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-03-09,5852.0,93,62.92,2022,March,Q1
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,1750.0,208,8.41,2022,June,Q2
Gigi Bohling,UK,Drinking Coco,2022-06-30,5782.0,42,137.67,2022,June,Q2
Kelci Walkden,India,Mint Chip Choco,2022-07-28,2870.0,120,23.92,2022,July,Q3
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-08-12,3094.0,159,19.46,2022,August,Q3
Barr Faughny,UK,Mint Chip Choco,2022-07-07,3724.0,316,11.78,2022,July,Q3
Barr Faughny,USA,85% Dark Bars,2022-08-25,12761.0,47,271.51,2022,August,Q3
Husein Augar,Canada,Eclairs,2022-01-17,3696.0,233,15.86,2022,January,Q1
Jan Morforth,Australia,70% Dark Bites,2022-03-04,5222.0,384,13.6,2022,March,Q1
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,8939.0,4,2234.75,2022,August,Q3
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,2156.0,260,8.29,2022,April,Q2
Kaine Padly,USA,Organic Choco Syrup,2022-03-11,2380.0,22,108.18,2022,March,Q1
Camilla Castle,USA,Raspberry Choco,2022-05-20,3339.0,18,185.5,2022,May,Q2
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,14980.0,42,356.67,2022,June,Q2
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,1512.0,73,20.71,2022,April,Q2
Jehu Rudeforth,USA,Smooth Sliky Salty,2022-07-07,6657.0,154,43.23,2022,July,Q3
Madelene Upcott,India,Mint Chip Choco,2022-08-24,3836.0,71,54.03,2022,August,Q3
Jehu Rudeforth,India,Eclairs,2022-02-24,8771.0,127,69.06,2022,February,Q1
Karlen McCaffrey,Canada,Raspberry Choco,2022-05-09,651.0,224,2.91,2022,May,Q2
Kaine Padly,Australia,70% Dark Bites,2022-02-08,6706.0,223,30.07,2022,February,Q1
Roddy Speechley,UK,70% Dark Bites,2022-03-24,1421.0,284,5.0,2022,March,Q1
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,8526.0,73,116.79,2022,June,Q2
Mallorie Waber,Canada,Manuka Honey Choco,2022-03-07,1435.0,112,12.81,2022,March,Q1
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,7434.0,85,87.46,2022,June,Q2
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,15316.0,270,56.73,2022,February,Q1
Madelene Upcott,UK,99% Dark & Pure,2022-01-26,10479.0,45,232.87,2022,January,Q1
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,2751.0,153,17.98,2022,May,Q2
Curtice Advani,Canada,99% Dark & Pure,2022-07-07,12586.0,7,1798.0,2022,July,Q3
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,2786.0,51,54.63,2022,August,Q3
Karlen McCaffrey,Australia,After Nines,2022-08-11,2303.0,67,34.37,2022,August,Q3
Marney O'Breen,UK,99% Dark & Pure,2022-01-13,8113.0,194,41.82,2022,January,Q1
Gunar Cockshoot,Australia,50% Dark Bites,2022-03-02,12271.0,116,105.78,2022,March,Q1
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,11298.0,41,275.56,2022,July,Q3
Kelci Walkden,New Zealand,Drinking Coco,2022-03-10,15855.0,111,142.84,2022,March,Q1
Beverie Moffet,USA,85% Dark Bars,2022-08-23,12404.0,334,37.14,2022,August,Q3
Roddy Speechley,USA,Eclairs,2022-04-25,3990.0,155,25.74,2022,April,Q2
Dennison Crosswaite,UK,Milk Bars,2022-03-07,10808.0,407,26.56,2022,March,Q1
Wilone O'Kielt,UK,Organic Choco Syrup,2022-07-12,4858.0,52,93.42,2022,July,Q3
Madelene Upcott,USA,Orange Choco,2022-05-16,7742.0,138,56.1,2022,May,Q2
Gunar Cockshoot,India,Smooth Sliky Salty,2022-03-02,3752.0,70,53.6,2022,March,Q1
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,1218.0,149,8.17,2022,May,Q2
Marney O'Breen,UK,Manuka Honey Choco,2022-06-10,10983.0,179,61.36,2022,June,Q2
Brien Boise,USA,99% Dark & Pure,2022-07-25,6769.0,353,19.18,2022,July,Q3
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,4361.0,97,44.96,2022,June,Q2
Dennison Crosswaite,USA,Milk Bars,2022-05-12,777.0,60,12.95,2022,May,Q2
Gunar Cockshoot,USA,Drinking Coco,2022-05-09,3843.0,5,768.6,2022,May,Q2
Brien Boise,Canada,Manuka Honey Choco,2022-08-09,6930.0,182,38.08,2022,August,Q3
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,5733.0,114,50.29,2022,April,Q2
Andria Kimpton,USA,Caramel Stuffed Bars,2022-05-02,8393.0,46,182.46,2022,May,Q2
Dotty Strutley,USA,99% Dark & Pure,2022-08-09,3822.0,320,11.94,2022,August,Q3
Camilla Castle,Australia,Raspberry Choco,2022-08-23,6342.0,178,35.63,2022,August,Q3
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,6510.0,170,38.29,2022,May,Q2
Karlen McCaffrey,USA,Manuka Honey Choco,2022-02-01,10171.0,67,151.81,2022,February,Q1
Camilla Castle,USA,50% Dark Bites,2022-06-23,5908.0,301,19.63,2022,June,Q2
Madelene Upcott,UK,Choco Coated Almonds,2022-05-24,10164.0,134,75.85,2022,May,Q2
Jan Morforth,Canada,Mint Chip Choco,2022-04-01,1064.0,211,5.04,2022,April,Q2
Camilla Castle,Canada,70% Dark Bites,2022-07-27,9716.0,151,64.34,2022,July,Q3
Ches Bonnell,India,Peanut Butter Cubes,2022-01-27,22050.0,208,106.01,2022,January,Q1
Jan Morforth,India,Choco Coated Almonds,2022-08-12,2541.0,134,18.96,2022,August,Q3
Gigi Bohling,Canada,Almond Choco,2022-02-01,9989.0,49,203.86,2022,February,Q1
Rafaelita Blaksland,India,After Nines,2022-03-02,4739.0,204,23.23,2022,March,Q1
Kelci Walkden,Australia,99% Dark & Pure,2022-06-30,3185.0,34,93.68,2022,June,Q2
Dotty Strutley,Australia,Spicy Special Slims,2022-01-17,8225.0,91,90.38,2022,January,Q1
Brien Boise,USA,Milk Bars,2022-07-07,14301.0,130,110.01,2022,July,Q3
Mallorie Waber,New Zealand,Mint Chip Choco,2022-01-31,1316.0,107,12.3,2022,January,Q1
Beverie Moffet,UK,99% Dark & Pure,2022-08-10,3486.0,121,28.81,2022,August,Q3
Beverie Moffet,USA,Peanut Butter Cubes,2022-08-18,13930.0,339,41.09,2022,August,Q3
Brien Boise,New Zealand,White Choc,2022-06-15,5509.0,321,17.16,2022,June,Q2
Marney O'Breen,USA,Baker's Choco Chips,2022-01-26,8470.0,9,941.11,2022,January,Q1
Kelci Walkden,USA,Spicy Special Slims,2022-04-29,77.0,69,1.12,2022,April,Q2
Mallorie Waber,Canada,White Choc,2022-03-03,3381.0,72,46.96,2022,March,Q1
Kaine Padly,Australia,Almond Choco,2022-02-22,4102.0,392,10.46,2022,February,Q1
Oby Sorrel,USA,Smooth Sliky Salty,2022-03-04,3577.0,158,22.64,2022,March,Q1
Dennison Crosswaite,India,Smooth Sliky Salty,2022-07-07,2975.0,9,330.56,2022,July,Q3
Camilla Castle,New Zealand,Caramel Stuffed Bars,2022-06-17,4137.0,347,11.92,2022,June,Q2
Jan Morforth,Canada,Caramel Stuffed Bars,2022-08-02,9541.0,114,83.69,2022,August,Q3
Oby Sorrel,USA,Baker's Choco Chips,2022-08-12,8001.0,120,66.68,2022,August,Q3
Madelene Upcott,New Zealand,Peanut Butter Cubes,2022-01-28,5152.0,333,15.47,2022,January,Q1
Kelci Walkden,Australia,Orange Choco,2022-04-29,11116.0,432,25.73,2022,April,Q2
Marney O'Breen,Australia,Manuka Honey Choco,2022-04-05,13076.0,236,55.41,2022,April,Q2
Kaine Padly,Canada,Manuka Honey Choco,2022-01-18,10213.0,135,75.65,2022,January,Q1
Jehu Rudeforth,UK,Baker's Choco Chips,2022-05-16,2485.0,97,25.62,2022,May,Q2
